id,relacionados,name,description,precio,imagen,categorias,linkPago,subcategorias,oferta,colores
339,375 204 335,Recipiente Cuadrado 2.85 Lt,Ideal para almacenar diferentes alimentos!&nbsp; &nbsp; &nbsp; &nbsp;. Recipiente cuadrado ideal para guardar alimentos - capacidad 2.85lt. Material polipropileno. Libre de bpa. Excelente calidad.,149,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808859131.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=339&limit=1000,,,
29,28,Fuente Asadera Rectangular,Cod or: 13156&nbsp; &nbsp; &nbsp;&nbsp;. Ideal para horno!. Asadera / fuente de acero inoxidable rectangular. Para horno. Medidas: largo x ancho: 32 x 22 cm. Alto: 4 cm.,149,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/13156.jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=29&limit=1000,,,
18,,Cuchara Metalica Helado,"Cod or: e3389&nbsp; &nbsp; &nbsp;. Práctica cuchara bochera para helados, muffins y cookies. Esta hecha de acero inoxidable de excelente calidad. Medidas: 18cm.",149,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/3389%20(1).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=18&limit=1000,Utensilios,,
359,360 358,Traba Mas Recip. Rect 875 Ml,Ideal para almacenar diferentes alimentos!&nbsp; &nbsp; &nbsp; &nbsp;. Recipiente con traba ideal para almacenar alimentos - capacidad: 875ml - medidas: 12x10x7.5cm.,139,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808887714.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=359&limit=1000,,,
16,,Destapador Premium De Cerveza,"Cod or: e3388&nbsp; &nbsp; &nbsp;. Mango grande, fácil de usar. La longitud de este mango aumenta el apalancamiento de la tapa, ayudándole a abrir las tapas más obstinadas con facilidad y estilo. Alta calidad: larga vida útil gracias a la fuerte estructura de aleación de zinc, fácil de limpiar y no se oxidará. Superficies lisas y plata con elegancia trae más comodidad. Aplicación: pueden ser una gran herramienta para fiestas, bodas, festivales, bares, restaurantes, hoteles, casas, etc. Navidad perfecta, pascua, cumpleaños, regalo de halloween. Uso: cada llavero de la botella de cerveza tiene un diseño profesional de dientes de botella, solo necesita alinear sus dientes con la tapa de la botella y levantarlo al instante, puede abrir fácilmente varios tamaños de tapas de botella. Conveniente y rápido.. Utensilio indispensable para el hogar!. - excelente calidad. - 17cm. - acero inoxidable.",149,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/3388%20(4).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=16&limit=1000,,,
17,,Abridor Multifuncion De Botellas 6 En 1,"Cod or: (55,005)&nbsp; &nbsp; &nbsp;&nbsp;.. Multifunción: este abrelatas multifunción cuenta con un pequeño círculo para abrir botellas de cerveza, un círculo grande ajustable para un abrelatas y un gancho para levantar fácilmente las latas de etiquetas. Material duradero: el abridor de botellas de cerveza está hecho de acero inoxidable, elegante y duradero, con mango suave, cómodo y antideslizante. Fácil de usar: el utensilio de cocina puede abrir frascos, frascos y botellas con lengüeta rápida y fácilmente mientras reduce la fatiga de las manos y el desorden. Mango antideslizante: el mango antideslizante del abrelatas manual proporciona comodidad durante el uso. Su tamaño compacto facilita su almacenamiento en la cocina. Fácil de limpiar: este abridor de botellas multifuncional es apto para lavavajillas, lo que facilita la limpieza.. Especificación:. Material: acero inoxidable. Carta del tamaño:. 22,2 cm x 6,8 cm/8,74 pulgadas x 2,68 pulgadas.. El paquete incluye:. 1 abridor de botellas.",149,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/55005%20(2).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=17&limit=1000,,,
362,361 376,Recipiente Traba Mas Cuadrado 1.2lt - Gris,"Ideal para almacenar diferentes alimentos!&nbsp; &nbsp; &nbsp; &nbsp;. Recipiente de plástico alto con tapa con traba - capacidad máxima de 1,2 litros - transparente con una goma de color gris - medidas: 21cm alto x 10,2cm ancho x 11cm largo. Material polipropileno no tóxico, libre de bpa.",139,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808887943.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=362&limit=1000,,,
203,340 336,Recipiente Pop Rectangular 2.7 Lt,"Recipiente rectangular. Capacidad: 2,7lt. Medidas: 30cm de largo x 8cm de altura x 20cm de ancho. Libre de bpa. Apto para freezer y microondas.",139,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896042057750.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=203&limit=1000,,,
77,,Palote 23cm Silicona,"Cod or: 6514601&nbsp; &nbsp; &nbsp;. Se puede usar para pasta, masa para galletas, pastelería, panadería, pizza, fondant y mucho mas!. Mini rodillo de silicona de 23 cm con mango de madera, anti-adherentes. A diferencia de los de madera tradicional, no se parten, no dejan espacios para que crezcan bacterias y moho. Muy fácil de limpiar. Material: madera y silicona de grado alimenticio. Seguridad, salud y durabilidad.. Sin eleccion de color.",139,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/6514601%20(2).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=77&limit=1000,,,
338,337,Recipiente Tapa Rosca 1.4 Lt,"Ideal para almacenar diferentes alimentos!&nbsp; &nbsp; &nbsp; &nbsp;. Recipiente con tapa rosca, ideal para guardar alimentos. Capacidad 1.4lt. Medidas: 17.5cm diametro x 10cm alto. Libre de bpa.",139,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808888063.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=338&limit=1000,,,
332,,Pote Redondo 1.1l,Ideal para guardar alimentos!&nbsp;&nbsp; &nbsp;&nbsp;. Recipiente redondo ideal para guardar alimentos. Capacidad 1.1 litros. Libre de bpa.,139,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7899808831489%20(1).jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=332&limit=1000,,,
119,118,Organizador De BaÑo Esquinero 2 Estantes Blanco,"Cod or: las00750 -&nbsp;&nbsp;. El soporte plástico para champú plasnew de 38 cm - plasnew es perfecto para organizar tu baño de una manera práctica y funcional. Con un diseño moderno y elegante, se adapta fácilmente a cualquier estilo de decoración. El orgnanizador tiene un estante espacioso, ideal para guardar sus champús, acondicionadores y otros productos de higiene personal. Hecha de plástico resistente, es duradera y fácil de limpiar. Además, su color blanco combina con cualquier entorno. Consigue ahora el soporte de plástico para champú plasnew de 38 cm, plasnew, y haz que tu baño sea más organizado y hermoso.",139,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/LAS00750%20(3).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=119&limit=1000,,,
50,,Dispensador Sifon Para Botellon,"Cod or: (-) -&nbsp; &nbsp;&nbsp;. Adopta material pp, saludable y seguro de usar. Tiene mano de obra fina, gruesa, fuerte y duradera. Tiene buen sellado con bloqueo de sellado y círculo de sellado de silicona. Incluye una tapa, mantiene el agua seca y sanitaria. Fácil de operar, simplemente presiona la cubierta superior y luego el agua fluye hacia afuera.. Especificaciones:. Material: pp. Color: azul+blanco. Apta para bidones de 12, 15 y 20 litros.",139,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/3825%20(1).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=50&limit=1000,,,
14,,Macerador Para Cocktail,"Cod or: 4876&nbsp; &nbsp; &nbsp;. Presentamos el macerador de acero inoxidable para bebidas y cocina, la herramienta perfecta para los amantes de los cócteles y la cocina. Con un diseño elegante y un sofisticado, este producto es un complemento esencial para cualquier cocina o bar. Este macerador y punzón está hecho de acero inoxidable de alta calidad, lo que garantiza durabilidad y resistencia. Es perfecto para preparar tu caipirinha favorita, triturando eficientemente el limón y el azúcar para liberar todos los sabores. Además, también se puede usar en la cocina para triturar ajo, hierbas y especias, lo que la convierte en una herramienta versátil. Con una unidad por paquete, este macerador y punzón es fácil de manejar y limpiar. Su tamaño compacto permite guardarlo fácilmente en cualquier espacio, lo que lo hace cómodo para el uso diario. Además, su diseño ergonómico garantiza un manejo cómodo, lo que le permite preparar sus bebidas y platos favoritos con facilidad. Agregue este macerador y ponche de caipirinha de acero inoxidable para bebidas y cocina a su juego de utensilios de cocina y bar. No solo mejorará tu experiencia de preparación de alimentos y bebidas, sino que también añadirá un toque de elegancia a tu espacio. No pierdas la oportunidad de tener esta increíble herramienta.. Utensilio indispensable!. - excelente calidad. - 22cm. - acero inoxidable. - fácil de manejar y limpiar.",139,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/4876%20(3).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=14&limit=1000,,,
31,,Bandeja Pizzera Redonda,Cod or: -&nbsp; &nbsp; &nbsp;&nbsp;. Ideal para pizzas al horno!. Bandeja pizzera redonda de 30cm de diámetro x 2cm alto. Material de acero inoxidable.,139,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/13157%20(5).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=31&limit=1000,,,
340,356 203 377 378 336,Recipiente Rectangular 3 Lt,Ideal para almacenar diferentes alimentos!&nbsp; &nbsp; &nbsp; &nbsp;. Recipiente rectangular ideal para guardar alimentos - capacidad 3lt - material polipropileno. Libre de bpa. Excelente calidad.,129,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808859254.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=340&limit=1000,,,
374,,RECIPIENTE 700 ML,Ideal para conservar diferentes alimentos!&nbsp; &nbsp; &nbsp;&nbsp;. Recipiente hermetico de plastico - capacidad: 700 ml - medidas: 12cm diametro x 9.5cm altura - apto para freezer - libre de bpa.,129,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%205/7899808880456.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=374&limit=1000,,,
352,353 354,Plug Recip. Cuadrado 1.28 Lt,"Ideal para almacenar diferentes alimentos!&nbsp; &nbsp; &nbsp; &nbsp;. ""recipiente cuadrado, tapa rosca. Capacidad 1.28 lt. Medidas: 11.5x11.5x13cm. Material plastico, bpa free. No apto para microondas ni lavavajilla. Facil de apilar, se puede llevar al congelador."".",129,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808896471.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=352&limit=1000,,,
157,,New York Botella 1. Lt,Jarra capacidad: 1lt. Con valvula exclusiva abre y cierra. Bpa free - temperatura maxima 50º.,129,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/7896042087368.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=157&limit=1000,,,
350,,Pote Plastico 3 Div 1 Lt Marip/flor Bo,Ideal para guardar alimentos!&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;. Recipiente rectangular con 3 divisiones (1 grande y 2 chicas) - ideal para guardar alimentos. Capacidad: 1lt - medida: 24.2 cm x 17.5 cm x 4.8 cm aprox - material polipropileno. Libre de bpa. &nbsp;sin elección.,129,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7896042067407-.jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=350&limit=1000,,,
118,119,Organizador De BaÑo Esquinero 2 Estantes,"Cod or: pl96 -&nbsp; &nbsp;. Organizador esquinero para ducha baño de plástico. Ideal para maximizar el espacio en tu baño, manteniendo tus productos de higiene organizados y al alcance. Su diseño práctico se adapta perfectamente a las esquinas, optimizando el uso del área disponible y permitiendo un acceso fácil a tus artículos. Fabricado en plástico resistente, este organizador es ideal para resistir la humedad del baño, garantizando durabilidad y facilidad de limpieza. Con una profundidad de 18 cm, es perfecto para jabones, champús y otros artículos de baño. Además, su tipo de instalación de pared asegura que se mantenga firme y seguro, mientras que su línea de baño lo convierte en un complemento estético y funcional. ¡transforma tu espacio con este práctico organizador! 28 cm x 20 cm.. Blanco y negro. Sin eleccion.",129,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/PL96%20(3).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=118&limit=1000,,,
199,,Taza 360 Ml Puzzle,Taza puzzle con capacidad de 360ml. Material: polipropileno. Viene con 3 anillos desmontables que se pueden girar formando el diseño.,119,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7899808861028_2.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=199&limit=1000,,,
313,,Manopla Home Class Wp,Olvidate de las quemaduras al cocinar!&nbsp; &nbsp;&nbsp; &nbsp;&nbsp;. Manopla water proof medidas: 18x28cm. Composición: 100% poliéster. Se puede lavar en lavarropas y planchar. Anti manchas - repele liquidos - calidad superior.,119,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7730784168162.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=313&limit=1000,,,
322,321 328,Delantal C/peto Home Class Water Proof - Gris,"Ideal para mantener tu ropa intacta al cocinar!&nbsp; &nbsp;&nbsp;. Delantal water proof - repele liquidos, totalmente lavable en lavarropas. - tamaño: 120cm de largo x 60cm de ancho - material: 100% poliester.",129,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7730784159337.png,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=322&limit=1000,,,
2,,Protector Para Celulares Resistente Al Agua,"Cod or:&nbsp; xt526&nbsp; &nbsp;.. Ideal para llevar a la playa!. - sin elección de color. - 17x10,5cm. - táctil. - resistente al agua, el polvo y la arena. - cierre hermético sencillo.",109,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/XT526%20(6).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=2&limit=1000,,,
280,,Basurero Flip 2 Lt Blanco,"Ideal para mantener la higiene, el orden y la gestión de residuos!&nbsp; &nbsp;. Basurero con capacidad de 2 litros. - material: polipropileno. Tapa con apertura deslizante..",119,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896042023892.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=280&limit=1000,,,
45,,Bombilla Perita Plana Angosta,Cod or: 120gra -&nbsp; &nbsp;. Infaltable para un buen mate!. Bombilla de acero inoxidable planas. Largo: 17 cm.,109,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/120GRA%20(1).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=45&limit=1000,,,
46,,Bombilla Con Cepillo Limpiador,Cod or: qy020 -&nbsp; &nbsp;&nbsp;. Infaltable para un buen mate!. Bombilla de color pastel con cepillo limpiador. - 16cm. - aluminio pintado. - sin elección de color.,109,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/QY020.jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=46&limit=1000,,,
67,66 65,Aceitera De Vidrio 500ml,"Cod or: 275&nbsp; &nbsp;&nbsp;. Aceitera/vinagrera de vidrio, liso envase. De 500 c.c. Para mantener la mesa elegante con el clásico dispensador de aceite o vinagre en botella. Con diseño de boquilla simple para verter en menor medida a platos individuales o en mayores cantidades para cocinar. Para condimentar fácil y rápido. Mantené tu cocina organizada. Material: vidrio. Capacidad: 500 c.c.",109,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/366-389-275%20(2).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=67&limit=1000,,,
32,,Bandeja Fuente Oval,Cod or: -&nbsp; &nbsp; &nbsp;&nbsp;. Ideal para servir alimentos!. Bandeja fuente oval de acero inoxidable con grabado de círculos. Medidas: 35x21cm. Apta para horno.,109,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/13158.jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=32&limit=1000,,,
358,360 359 357,Traba Mas Recip. Rect 550 Ml,"Ideal para almacenar diferentes alimentos!&nbsp; &nbsp; &nbsp; &nbsp;. Recipiente 550ml, bpa free. Cierre hermetico, conserva el alimento por más tiempo. Apto para freezer y microondas.",99,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808893838.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=358&limit=1000,,,
318,317,Repasador Dohler Citrus,"&nbsp;ideales para secar platos o en tus tareas diarias!!&nbsp; &nbsp; &nbsp;. Repasador dohler línea citrus confeccionado con tejido de rizo 100% algodón, súper suaves, combinando calidad y durabilidad. Excelente absorción gracias a su elevado gramaje de 356 g/m². Tamaño: 45cmx70cm.&nbsp;.",99,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7891497037364%207891497029116%207891497029062%207891497029079%207891497029086%20REPASADOR%20CITRUS%20VARIOS.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=318&limit=1000,,,
375,339 376 204 335,RECIPIENTE CUADRADO TRIO 1 LT,"Ideal para conservar diferentes alimentos!&nbsp; &nbsp; &nbsp;&nbsp;. ""recipiente con capacidad de 1 lt. Medidas: 17.5cm largo x 16.3cm ancho x 7.5cm alto. Apto para freezer. Libre de bpa. Apto para freezer. Libre de bpa."".",99,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%205/7899808893395.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=375&limit=1000,,,
376,362 375,RECIPIENTE CUADRADO TRIO 1.5 LT - GRIS,Ideal para conservar diferentes alimentos!&nbsp; &nbsp; &nbsp;&nbsp;. Recipiente con capacidad de 1.5 lt. Medidas: 17.5cm largo x 16.3cm ancho x 10.5cm alto. Apto para freezer. Libre de bpa.,99,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%205/7896042059891.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=376&limit=1000,,,
12,,Juego Menage 6 Pzas Teflon,Cod or: (-) - cod web: 8366&nbsp; &nbsp; &nbsp; &nbsp;.. Ideal para diversas tareas en la cocina!. – 1 cucharon. – 1 espátula. – 1 espátula ranurada. – 1 espumadera. – 1 cuchara. – 1 cuchara de fideos.,99,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/8366%20(2).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=12&limit=1000,,,
354,353 352,Plug Recip. Cuadrado 510 Ml,Ideal para almacenar diferentes alimentos!&nbsp; &nbsp; &nbsp; &nbsp;. Recipiente cuadrado tapa rosca -&nbsp; medidas 11.5x11.5x7cm - capacidad: 510ml - material:&nbsp; polietileno - libre de bpa. No apto para microondas ni lavavajilla. Se puede llevar al congelador.,99,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808895948.jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=354&limit=1000,,,
59,,Escurridor De Cubiertos,"Cod or: uni00983 - cod web: 983&nbsp; &nbsp;&nbsp;. El escurridor de cubiertos es un artículo práctico e indispensable para tu cocina. Con un diseño moderno y elegante, este escurridor de cubiertos aporta un toque de sofisticación y funcionalidad a tu vida diaria. Fabricado en plástico resistente, tiene nichos exclusivos para cubiertos, optimizando el espacio en la encimera y facilitando la organización. Sus medidas son: 14 cm de alto, 15 cm de ancho y 16 cm de largo, tamaño ideal para acomodar todos tus cubiertos de una manera práctica y eficiente. Este escurridor de cubiertos está montado en la encimera, lo que facilita el acceso a los cubiertos y contribuye a una cocina más funcional y organizada.. - 15x16x14cm. - sin elección de color. - 3 divisiones. - plástico. - apto para otros accesorios.",99,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/UNI00983%20(3).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=59&limit=1000,,,
329,,Repasador Dohler Real - Surtidos,"&nbsp;ideales para secar platos o en tus tareas diarias!&nbsp; &nbsp; &nbsp;. ""repasador dohler con diseño cuadrille - medida: 40x60cm -. Composición: 100% algodón - colores surtidos sin elección."".",89,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7891497049213%20(5).JPG,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=329&limit=1000,,,
317,318,Repasador Dohler Tecilar,&nbsp;ideales para secar platos o en tus tareas diarias!&nbsp; &nbsp; &nbsp;. Repasador dohler. Variedad de diseños sin eleccion. Material: 100% algodón. Medidas: 45x65cm.,89,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7891497004854%20(4).JPG,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=317&limit=1000,,,
205,,Jarra Con Exprimidor 750ml,"Cod or:&nbsp; 7896042036502&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp; &nbsp;&nbsp;. Jarra plastica de excelente calidad. Exprimidor para citricos, capacidad 750ml, color rojo.",99,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896042036502%20(1).jpg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=205&limit=1000,,,
69,,Canasto Organizador Rectangular,"Cod or: 97t251&nbsp; &nbsp;&nbsp;. Los canastos para organizar se convierten en un elemento tremendamente versátil y funcional para prácticamente cualquier hogar, dado que pueden ser utilizadas incluso en una amplia variedad de aplicaciones diversas y diferentes para hacer que nuestra vida, así como las tareas que llevemos a cabo cada día, sean un poco más fáciles de manejar. Son fáciles de limpiar y acordes a cualquier espacio de tu hogar.. Especificaciones. -medidas: 23,5 cm x 16 cm x 10,5 cm (largo x ancho x altura). -multiuso. -fácil limpieza. -material: plástico. - sin elección de color.",99,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/97251%20(4).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=69&limit=1000,,,
144,,Manija Agarra Bolsas,"Cod or: (-) -&nbsp;. Manija agarra bolsas one trip grip. Sin eleccion de color.. - este gancho sujeta bolsas sirve para transportar bolsas de compras (y otros). Con facilidad y sin lastimarse las manos. - posee un agarre con silicona suave excelente para que sea cómodo aunque lleve peso. - transporte bolsas de la compra, baldes, perchas con ropa, etc. - lleve sus bolsas desde el coche a la cocina facilmente!. - dimensiones: 15 x 12 cm.",89,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/1025%20(1).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=144&limit=1000,,,
56,55,Frasco De Vidrio Tapa A Cuadritos 380 Ml,"Cod or: frs-005 -. Tarros de cristal para mermelada, postre, pures y salsas de 380 ml con tapa de rosca metálica hermética, podrás conservar tus mermeladas, conservas, purés y salsas caseras con estilo. Estos elegantes frascos son perfectos para almacenar y mostrar tus creaciones culinarias. Su diseño resistente y duradero protege tus alimentos del aire y la humedad, manteniendo su sabor intenso durante más tiempo. Además, su tamaño compacto y fácil de manejar los hace perfectos para llevarlos contigo a cualquier lugar.",89,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/FRS-005.jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=56&limit=1000,,,
66,67 65,Aceitera De Vidrio 250ml,"Cod or: 389&nbsp; &nbsp;&nbsp;. Aceitera/vinagrera de vidrio, liso envase. De 250 c.c. Para mantener la mesa elegante con el clásico dispensador de aceite o vinagre en botella. Con diseño de boquilla simple para verter en menor medida a platos individuales o en mayores cantidades para cocinar. Para condimentar fácil y rápido. Mantené tu cocina organizada. Material: vidrio. Capacidad: 250 c.c.",89,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/366-389-275%20(2).jpeg,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=66&limit=1000,,,
200,,Taza 360 Ml Conica,Taza ideal para desayunos y meriendas. Capacidad: 360ml. Dimensiones 11.1x8.7x10.2 cm.&nbsp;.,79,https://nuvex.uy/image/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896042009780.JPG,Hogar,http://nuvex.uy/index.php?route=product/product&path=2&product_id=200&limit=1000,,,
